Resource,CombinedCycle_NaturalGas_NY_Existing,CombinedCycle_NaturalGas_NY_New,CombustionTurbine_NaturalGas_NY_Existing,CombustionTurbine_NaturalGas_NY_New,SteamTurbine_NaturalGas_NY_Existing,SteamTurbine_NaturalGas_NY_New,SteamTurbine_FuelOil6_NY_Existing,SteamTurbine_FuelOil6_NY_New,CombustionTurbine_FuelOil2_NY_Existing,CombustionTurbine_FuelOil2_NY_New
t4198,14686.314948991223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4199,6372.967948991238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4208,126.86594899122827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4209,6941.379948991246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4210,10974.918948991242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4211,14612.150919710071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4212,17847.945948991226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4213,19465.73394899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4214,22003.65494899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4215,24111.40894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4216,27085.926948991233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4217,30628.21394899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4218,33438.12394899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4219,31576.63894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4220,27846.595948991227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4221,23067.819948991222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4222,19551.895948991227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4223,10032.923948991242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4233,7090.5559489912275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4234,12716.805948991228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4235,18177.804948991223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4236,23134.47291971008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4237,27554.03094899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4238,31763.10894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4239,35702.76994899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4240,39191.68794899121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4241,42256.86894899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4242,43771.13394899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4243,41533.49394899121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4244,35851.945948991226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4245,29700.364948991224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4246,25628.88894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4247,16291.242948991237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4248,4861.917948991238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4256,884.9629489912376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4257,9499.233948991241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4258,16932.313948991243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4259,23968.443919710084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4260,29702.93694899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4261,33984.67394899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4262,38135.23894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4263,40712.38294899121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4264,43312.03194899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4265,45062.27794899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4266,46743.07994899121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4267,44417.34894899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4268,39896.41594899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4269,33895.29694899121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4270,29024.57194899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4271,18803.44394899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4272,6850.073948991242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4280,67.70994899122358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4281,9537.813948991241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4282,17601.03394899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4283,25006.888919710083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4284,31353.517948991237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4285,36224.88594899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4286,40853.84294899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4287,44542.090948991216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4288,47750.66094899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4289,49996.65994899121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4290,49745.88994899121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4291,44102.27894899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4292,36892.31994899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4293,31409.45894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4294,27260.179948991223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4295,18487.730948991226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4296,8235.095948991227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4305,1925.336948991233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4306,11514.395948991229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4307,19337.133948991217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4308,25253.80091971007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4309,29448.30894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4310,32590.00694899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4311,35618.536948991234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4312,37534.67694899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4313,37763.58494899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4314,34942.10094899125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4315,30871.267948991237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4316,26020.47594899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4317,21881.484948991223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4318,18490.302948991237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4319,11276.485948991227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4320,3021.008948991242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4331,2417.8749489912234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4332,5783.336948991233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4333,8154.0779489912375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4334,8315.251919710076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4335,8734.063948991243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4336,5092.111948991233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4337,6209.645948991228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4338,8603.534948991222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4339,8499.368948991241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4340,6324.742948991237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4341,3692.3009489912283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4342,2585.0549489912237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4354,2755.449948991247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4355,8150.219948991224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4356,12741.239948991222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4357,16637.600919710072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4358,21320.78894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4359,25300.95894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4360,29093.372948991237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4361,32493.55694899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4362,34763.34694899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4363,32884.500948991226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4364,28653.560948991228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4365,23411.824948991223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4366,19958.27194899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4367,10658.562948991237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4377,5125.547948991238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4378,11520.182948991238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4379,18325.694948991222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4380,23804.47891971006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4381,27048.632948991235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4382,29102.374948991222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4383,30806.324948991245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4384,32738.539948991223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4385,36023.62694899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4386,38168.67494899125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4387,36719.35294899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4388,33568.009948991225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4389,30329.21894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4390,27598.397948991238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4391,18634.33494899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4392,8046.696948991233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4400,6478.4199489912235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4401,15443.76894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4402,22397.17094899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4403,29613.183162375997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4404,34748.557948991234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4405,37801.521948991234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4406,41253.78894899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4407,44484.86394899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4408,47221.47194899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4409,48457.31794899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4410,49126.03794899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4411,46823.45494899121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4412,41479.48194899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4413,34747.914948991245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4414,29988.42894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4415,20979.99894899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4416,10871.395948991229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4417,1175.5989489912422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4426,9215.027948991237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4427,18448.507948991235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4428,25689.29933694466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4429,30956.78694899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4430,33413.689948991225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4431,34888.73194899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4432,35967.042948991235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4433,37026.70694899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4434,37350.77894899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4435,34329.32194899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4436,29254.122948991237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4437,24491.421948991232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4438,20926.629948991224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4439,15884.866948991232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4440,9351.986948991233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4441,1182.671948991233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4448,2597.271948991233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4449,11236.619948991223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4450,19356.42394899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4451,26889.81194899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4452,32918.579948991224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4453,38067.08094899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4454,42016.38694899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4455,44274.602948991225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4456,46572.04194899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4457,48115.24194899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4458,47782.16794899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4459,44028.97694899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4460,39020.006948991235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4461,34950.45994899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4462,32042.813948991217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4463,25219.94094899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4464,16492.501948991234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4465,7912.9529489912375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4466,1545.3239489912423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4472,1211.606948991233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4473,11439.164948991223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4474,21395.376948991234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4475,30210.906948991233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4476,36208.81094899125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4477,39405.16394899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4478,40157.47394899124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4479,39626.99894899122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4480,37631.12694899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4481,36131.65094899125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4482,35502.79694899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4483,33101.19194899123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4484,29121.664948991223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4485,26224.949948991223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4486,23691.529948991247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4487,17276.961948991233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4488,8977.117948991237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4489,1117.7289489912423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
